op_id,op_name,op_str,sim_start,ana_start,delta_start,sim_end,ana_end,delta_end,sim_duration,ana_duration,delta_duration,sim_tiles,ana_N_fire,sim_avg_tile_dur,ana_T_fire,ana_OCI,ana_OTI,ana_ICI,ana_ICD,ana_fto
88,LinearOffChipLoad,LinearOffChipLoad_88,0,0,0,53,54,1,53,54,1,6,6,8.833333333333334,0,9,9,0,0,9
89,OffChipStore,OffChipStore_89,9,9,0,62,63,1,53,54,1,6,6,8.833333333333334,0,9,9,9,0,18
