op_id,op_name,op_str,sim_start,ana_start,delta_start,sim_end,ana_end,delta_end,sim_duration,ana_duration,delta_duration,sim_tiles,ana_N_fire,sim_avg_tile_dur,ana_T_fire,ana_OCI,ana_OTI,ana_ICI,ana_ICD,ana_fto
401,FlatPartition,FlatPartition_401 (0 D),6.0,6,0.0,119.0,13,-106.0,113.0,7,-106.0,4.0,2,26.0,1,6,12,0,0,7
402,BinaryMap,BinaryMap_402 (fn: Mul),117.0,106,-11.0,121.0,107,-14.0,4.0,1,-3.0,3.0,1,1.0,1,1,1,0,0,107
403,BinaryMap,BinaryMap_403 (fn: Mul),117.0,106,-11.0,118.0,107,-11.0,1.0,1,0.0,1.0,1,1.0,1,1,1,0,0,107
404,SelectGen,SelectGen_404,,0,,,0,,,0,,,4,,0,0,0,0,0,0
405,FlatReassemble,FlatReassemble_405 (0 D),119.0,107,-12.0,124.0,107,-17.0,5.0,0,-5.0,4.0,4,1.75,0,0,0,0,0,107
406,Accum,Accum_406 (1 D) (fn: Add),121.0,107,-14.0,130.0,111,-19.0,9.0,4,-5.0,4.0,4,1.0,1,1,1,0,0,108
407,OffChipStore,OffChipStore_407,123.0,108,-15.0,143.0,132,-11.0,20.0,24,4.0,4.0,4,5.0,0,6,6,1,0,114
408,Broadcast,Broadcast_408,,17,,,17,,,0,,,1,,0,0,0,0,0,17
409,Broadcast,Broadcast_409,,17,,,17,,,0,,,1,,0,0,0,0,0,17
410,Broadcast,Broadcast_410,,17,,,17,,,0,,,1,,0,0,0,0,0,17
411,Broadcast,Broadcast_411,,17,,,17,,,0,,,1,,0,0,0,0,0,17
