op_id,op_name,op_str,sim_start,ana_start,delta_start,sim_end,ana_end,delta_end,sim_duration,ana_duration,delta_duration,sim_tiles,ana_N_fire,sim_avg_tile_dur,ana_T_fire,ana_OCI,ana_OTI,ana_ICI,ana_ICD,ana_fto
545,UnaryMap,UnaryMap_545 (fn: Silu),211.0,224,13.0,213.0,225,12.0,2.0,1,-1.0,1.0,1,2.0,1,1,1,0,0,225
546,UnaryMap,UnaryMap_546 (fn: Silu),220.0,224,4.0,318.0,225,-93.0,98.0,1,-97.0,2.0,1,2.0,1,1,1,0,0,225
547,BinaryMap,BinaryMap_547 (fn: Mul),223.0,225,2.0,224.0,226,2.0,1.0,1,0.0,1.0,1,1.0,1,1,1,0,0,226
548,BinaryMap,BinaryMap_548 (fn: Mul),216.0,225,9.0,217.0,226,9.0,1.0,1,0.0,1.0,1,1.0,1,1,1,0,0,226
549,BinaryMap,BinaryMap_549 (fn: Mul),215.0,225,10.0,216.0,226,10.0,1.0,1,0.0,1.0,1,1.0,1,1,1,0,0,226
550,BinaryMap,BinaryMap_550 (fn: Mul),223.0,225,2.0,320.0,226,-94.0,97.0,1,-96.0,2.0,1,1.0,1,1,1,0,0,226
551,LinearOffChipLoadRef,LinearOffChipLoadRef_551 (rank=0),49.0,27,-22.0,122.0,128,6.0,73.0,101,28.0,1.0,1,73.0,0,101,101,0,0,128
552,LinearOffChipLoadRef,LinearOffChipLoadRef_552 (rank=0),45.0,27,-18.0,114.0,128,14.0,69.0,101,32.0,1.0,1,69.0,0,101,101,0,0,128
553,LinearOffChipLoadRef,LinearOffChipLoadRef_553 (rank=0),45.0,27,-18.0,116.0,128,12.0,71.0,101,30.0,1.0,1,71.0,0,101,101,0,0,128
554,LinearOffChipLoadRef,LinearOffChipLoadRef_554 (rank=0),49.0,27,-22.0,151.0,128,-23.0,102.0,101,-1.0,2.0,1,51.0,0,101,101,0,0,128
555,Flatten,"Flatten_555 (0 D, 1 D)",,128,,,128,,,0,,,1,,0,0,0,0,0,128
556,Flatten,"Flatten_556 (0 D, 1 D)",,128,,,128,,,0,,,1,,0,0,0,0,0,128
557,Flatten,"Flatten_557 (0 D, 1 D)",,128,,,128,,,0,,,1,,0,0,0,0,0,128
558,Flatten,"Flatten_558 (0 D, 1 D)",,128,,,128,,,0,,,1,,0,0,0,0,0,128
559,BinaryMapAccum,BinaryMapAccum_559 (fn: Matmul(transposed=False)),225.0,226,1.0,321.0,322,1.0,96.0,96,0.0,1.0,1,96.0,96,96,96,0,0,322
560,BinaryMapAccum,BinaryMapAccum_560 (fn: Matmul(transposed=False)),218.0,226,8.0,314.0,322,8.0,96.0,96,0.0,1.0,1,96.0,96,96,96,0,0,322
561,BinaryMapAccum,BinaryMapAccum_561 (fn: Matmul(transposed=False)),217.0,226,9.0,313.0,322,9.0,96.0,96,0.0,1.0,1,96.0,96,96,96,0,0,322
562,BinaryMapAccum,BinaryMapAccum_562 (fn: Matmul(transposed=False)),225.0,226,1.0,417.0,322,-95.0,192.0,96,-96.0,2.0,1,96.0,96,96,96,0,0,322
563,RetileStreamify,RetileStreamify_563,,322,,,322,,,0,,,1,,0,0,0,0,0,322
564,RetileStreamify,RetileStreamify_564,,322,,,322,,,0,,,1,,0,0,0,0,0,322
565,RetileStreamify,RetileStreamify_565,,322,,,322,,,0,,,1,,0,0,0,0,0,322
566,RetileStreamify,RetileStreamify_566,,322,,,322,,,0,,,1,,0,0,0,0,0,322
567,FlatPartition,FlatPartition_567 (0 D),6.0,16,10.0,370.0,65,-305.0,364.0,49,-315.0,16.0,4,20.5625,1,16,64,0,0,17
568,BinaryMap,BinaryMap_568 (fn: Mul),328.0,322,-6.0,372.0,323,-49.0,44.0,1,-43.0,4.0,1,1.0,1,1,1,0,0,323
569,BinaryMap,BinaryMap_569 (fn: Mul),316.0,322,6.0,362.0,323,-39.0,46.0,1,-45.0,4.0,1,1.0,1,1,1,0,0,323
570,BinaryMap,BinaryMap_570 (fn: Mul),315.0,322,7.0,347.0,323,-24.0,32.0,1,-31.0,3.0,1,1.0,1,1,1,0,0,323
571,BinaryMap,BinaryMap_571 (fn: Mul),323.0,322,-1.0,420.0,323,-97.0,97.0,1,-96.0,5.0,1,1.0,1,1,1,0,0,323
572,SelectGen,SelectGen_572,,0,,,0,,,0,,,8,,0,0,0,0,0,0
573,FlatReassemble,FlatReassemble_573 (0 D),317.0,323,6.0,422.0,323,-99.0,105.0,0,-105.0,16.0,8,1.8125,0,0,0,0,0,323
574,Accum,Accum_574 (1 D) (fn: Add),327.0,323,-4.0,424.0,331,-93.0,97.0,8,-89.0,8.0,8,1.0,1,1,1,0,0,324
575,OffChipStore,OffChipStore_575,329.0,324,-5.0,430.0,372,-58.0,101.0,48,-53.0,8.0,8,5.0,0,6,6,1,0,330
576,Broadcast,Broadcast_576,,27,,,27,,,0,,,1,,0,0,0,0,0,27
577,Broadcast,Broadcast_577,,27,,,27,,,0,,,1,,0,0,0,0,0,27
578,Broadcast,Broadcast_578,,27,,,27,,,0,,,1,,0,0,0,0,0,27
579,Broadcast,Broadcast_579,,27,,,27,,,0,,,1,,0,0,0,0,0,27
580,Broadcast,Broadcast_580,,27,,,27,,,0,,,1,,0,0,0,0,0,27
581,Broadcast,Broadcast_581,,27,,,27,,,0,,,1,,0,0,0,0,0,27
582,Broadcast,Broadcast_582,,27,,,27,,,0,,,1,,0,0,0,0,0,27
583,Broadcast,Broadcast_583,,27,,,27,,,0,,,1,,0,0,0,0,0,27
