context_id,name,id,start_ns,end_ns,is_stop,duration
33,LinearOffChipLoad,359,0,37,True,37
36,LinearOffChipLoad,361,0,37,False,37
36,LinearOffChipLoad,361,37,73,False,36
36,LinearOffChipLoad,361,73,109,False,36
36,LinearOffChipLoad,361,296,332,False,36
36,LinearOffChipLoad,361,552,588,False,36
36,LinearOffChipLoad,361,808,844,False,36
36,LinearOffChipLoad,361,1064,1100,False,36
36,LinearOffChipLoad,361,1320,1356,False,36
36,LinearOffChipLoad,361,1576,1612,False,36
36,LinearOffChipLoad,361,1832,1868,False,36
36,LinearOffChipLoad,361,2088,2124,False,36
36,LinearOffChipLoad,361,2344,2380,False,36
36,LinearOffChipLoad,361,2600,2636,False,36
36,LinearOffChipLoad,361,2856,2892,False,36
36,LinearOffChipLoad,361,3112,3148,False,36
36,LinearOffChipLoad,361,3368,3404,False,36
36,LinearOffChipLoad,361,3624,3660,False,36
36,LinearOffChipLoad,361,3880,3916,False,36
36,LinearOffChipLoad,361,4136,4172,False,36
36,LinearOffChipLoad,361,4392,4428,False,36
36,LinearOffChipLoad,361,4648,4684,False,36
36,LinearOffChipLoad,361,4904,4940,False,36
36,LinearOffChipLoad,361,5160,5196,False,36
36,LinearOffChipLoad,361,5416,5452,False,36
36,LinearOffChipLoad,361,5672,5708,False,36
36,LinearOffChipLoad,361,5928,5964,False,36
36,LinearOffChipLoad,361,6184,6220,False,36
36,LinearOffChipLoad,361,6440,6476,False,36
36,LinearOffChipLoad,361,6696,6732,False,36
36,LinearOffChipLoad,361,6952,6988,False,36
36,LinearOffChipLoad,361,7208,7244,False,36
36,LinearOffChipLoad,361,7464,7500,True,36
35,BinaryMap,362,39,295,False,256
35,BinaryMap,362,295,551,False,256
35,BinaryMap,362,551,807,False,256
35,BinaryMap,362,807,1063,False,256
35,BinaryMap,362,1063,1319,False,256
35,BinaryMap,362,1319,1575,False,256
35,BinaryMap,362,1575,1831,False,256
35,BinaryMap,362,1831,2087,False,256
35,BinaryMap,362,2087,2343,False,256
35,BinaryMap,362,2343,2599,False,256
35,BinaryMap,362,2599,2855,False,256
35,BinaryMap,362,2855,3111,False,256
35,BinaryMap,362,3111,3367,False,256
35,BinaryMap,362,3367,3623,False,256
35,BinaryMap,362,3623,3879,False,256
35,BinaryMap,362,3879,4135,False,256
35,BinaryMap,362,4135,4391,False,256
35,BinaryMap,362,4391,4647,False,256
35,BinaryMap,362,4647,4903,False,256
35,BinaryMap,362,4903,5159,False,256
35,BinaryMap,362,5159,5415,False,256
35,BinaryMap,362,5415,5671,False,256
35,BinaryMap,362,5671,5927,False,256
35,BinaryMap,362,5927,6183,False,256
35,BinaryMap,362,6183,6439,False,256
35,BinaryMap,362,6439,6695,False,256
35,BinaryMap,362,6695,6951,False,256
35,BinaryMap,362,6951,7207,False,256
35,BinaryMap,362,7207,7463,False,256
35,BinaryMap,362,7463,7719,False,256
35,BinaryMap,362,7719,7975,False,256
35,BinaryMap,362,7975,8231,True,256
37,OffChipStore,363,296,305,False,9
37,OffChipStore,363,552,561,False,9
37,OffChipStore,363,808,817,False,9
37,OffChipStore,363,1064,1073,False,9
37,OffChipStore,363,1320,1329,False,9
37,OffChipStore,363,1576,1585,False,9
37,OffChipStore,363,1832,1841,False,9
37,OffChipStore,363,2088,2097,False,9
37,OffChipStore,363,2344,2353,False,9
37,OffChipStore,363,2600,2609,False,9
37,OffChipStore,363,2856,2865,False,9
37,OffChipStore,363,3112,3121,False,9
37,OffChipStore,363,3368,3377,False,9
37,OffChipStore,363,3624,3633,False,9
37,OffChipStore,363,3880,3889,False,9
37,OffChipStore,363,4136,4145,False,9
37,OffChipStore,363,4392,4401,False,9
37,OffChipStore,363,4648,4657,False,9
37,OffChipStore,363,4904,4913,False,9
37,OffChipStore,363,5160,5169,False,9
37,OffChipStore,363,5416,5425,False,9
37,OffChipStore,363,5672,5681,False,9
37,OffChipStore,363,5928,5937,False,9
37,OffChipStore,363,6184,6193,False,9
37,OffChipStore,363,6440,6449,False,9
37,OffChipStore,363,6696,6705,False,9
37,OffChipStore,363,6952,6961,False,9
37,OffChipStore,363,7208,7217,False,9
37,OffChipStore,363,7464,7473,False,9
37,OffChipStore,363,7720,7728,False,8
37,OffChipStore,363,7976,7984,False,8
37,OffChipStore,363,8232,8240,False,8
