context_id,name,id,start_ns,end_ns,is_stop,duration
33,LinearOffChipLoad,144,0,8,False,8
33,LinearOffChipLoad,144,8,16,False,8
33,LinearOffChipLoad,144,16,24,True,8
33,LinearOffChipLoad,144,26,35,False,9
33,LinearOffChipLoad,144,42,51,False,9
33,LinearOffChipLoad,144,58,67,True,9
34,UnaryMap,145,9,25,False,16
34,UnaryMap,145,25,41,False,16
34,UnaryMap,145,41,57,True,16
34,UnaryMap,145,57,73,False,16
34,UnaryMap,145,73,89,False,16
34,UnaryMap,145,89,105,True,16
35,OffChipStore,146,26,35,False,9
35,OffChipStore,146,42,51,False,9
35,OffChipStore,146,58,67,False,9
35,OffChipStore,146,74,82,False,8
35,OffChipStore,146,90,98,False,8
35,OffChipStore,146,106,114,False,8
