op_id,op_name,op_str,sim_start,ana_start,delta_start,sim_end,ana_end,delta_end,sim_duration,ana_duration,delta_duration,sim_tiles,ana_N_fire,sim_avg_tile_dur,ana_T_fire,ana_OCI,ana_OTI,ana_ICI,ana_ICD,ana_fto
657,BinaryMap,BinaryMap_657 (fn: Mul),150.0,129,-21.0,183.0,130,-53.0,33.0,1,-32.0,5.0,1,1.4,1,1,1,0,0,130
658,SelectGen,SelectGen_658,,0,,,0,,,0,,,8,,0,0,0,0,0,0
659,FlatReassemble,FlatReassemble_659 (0 D),144.0,130,-14.0,185.0,130,-55.0,41.0,0,-41.0,16.0,8,6.3125,0,0,0,0,0,130
660,Accum,Accum_660 (1 D) (fn: Add),152.0,130,-22.0,187.0,138,-49.0,35.0,8,-27.0,8.0,8,1.0,1,1,1,0,0,131
661,OffChipStore,OffChipStore_661,154.0,131,-23.0,194.0,179,-15.0,40.0,48,8.0,8.0,8,5.0,0,6,6,1,0,137
662,Broadcast,Broadcast_662,,26,,,26,,,0,,,1,,0,0,0,0,0,26
663,Broadcast,Broadcast_663,,26,,,26,,,0,,,1,,0,0,0,0,0,26
664,Broadcast,Broadcast_664,,26,,,26,,,0,,,1,,0,0,0,0,0,26
665,Broadcast,Broadcast_665,,26,,,26,,,0,,,1,,0,0,0,0,0,26
666,Broadcast,Broadcast_666,,26,,,26,,,0,,,1,,0,0,0,0,0,26
667,Broadcast,Broadcast_667,,26,,,26,,,0,,,1,,0,0,0,0,0,26
668,Broadcast,Broadcast_668,,26,,,26,,,0,,,1,,0,0,0,0,0,26
669,Broadcast,Broadcast_669,,26,,,26,,,0,,,1,,0,0,0,0,0,26
